Date,Settlement_Period,Generator_Name,Generator_Full_Name,BOA_Volume
2021-11-25,11,FAARW-2,Farr 2,-16
2021-11-25,11,FALGW-1,Fallago Rig,-129
2021-11-25,11,GLWSW-1,Galawhistle,-19.5
2021-11-25,11,GORDW-1,Gordonbush,-64.984
2021-11-25,11,GRIFW-1,Griffin 1,-54.966
2021-11-25,11,GRIFW-2,Griffin 2,-54.966
2021-11-25,11,HADHW-1,Hadyard Hill,-61.884
2021-11-25,11,HRSTW-1,Harestanes,-83.034
2021-11-25,11,KILBW-1,Kilbraur,-26
2021-11-25,11,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-213.834
2021-11-25,11,KPMRW-1,Kype Muir,-22.5
2021-11-25,11,MIDMW-1,Middle Muir,-19.5
2021-11-25,11,MILWW-1,Millennium,-15
2021-11-25,11,MOWEO-2,Moray Firth Eastern 2,-150
2021-11-25,11,MOYEW-1,Moy,-21.5
2021-11-25,11,SANQW-1,Sanquhar,-25
2021-11-25,11,STRNW-1,Strathy North,-65.966
2021-11-25,11,WHILW-1,Whitelee 1,-58.458
2021-11-25,11,WLNYO-3,Walney 3,-291
2021-11-25,11,WLNYO-4,Walney 4,-268.5
2021-11-25,12,ABRTW-1,Auchrobert,-22
2021-11-25,12,ARCHW-1,Arecleoch,-58.016
2021-11-25,12,ASHWW-1,Andershaw,-23
2021-11-25,12,ASLVW-1,Assel Valley,-23
2021-11-25,12,BABAW-1,Baillie,-52
2021-11-25,12,BDCHW-1,Bad A Cheo,-24
2021-11-25,12,BEATO-1,Beatrice 1,-125
2021-11-25,12,BEATO-2,Beatrice 2,-125
2021-11-25,12,BEATO-3,Beatrice 3,-160
2021-11-25,12,BEATO-4,Beatrice 4,-167
2021-11-25,12,BHLAW-1,Bhlaraidh,-60.85
2021-11-25,12,BRDUW-1,Braes of Doune,-44
2021-11-25,12,BRYBW-1,Berry Burn,-44
2021-11-25,12,CAIRW-2,Cairn Uish 2 (Rothes 2),-38.5
2021-11-25,12,CGTHW-1,Corriegarth,-43.5
2021-11-25,12,CLDCW-1,Clyde Central,-118.934
2021-11-25,12,CLDNW-1,Clyde North,-120.966
2021-11-25,12,CLDRW-1,Clashindarroch,-30.5
2021-11-25,12,CLDSW-1,Clyde South,-59.95
2021-11-25,12,CRDEW-1,Crossdykes,-5
2021-11-25,12,CRDEW-2,Crossdykes 2,-5
2021-11-25,12,DOREW-1,Dorenell 1,-95.5
2021-11-25,12,DOREW-2,Dorenell 2,-80.5
2021-11-25,12,DUNGW-1,Dunmaglass,-62.9
2021-11-25,12,FAARW-1,Farr 1,-12
2021-11-25,12,FAARW-2,Farr 2,-14
2021-11-25,12,FALGW-1,Fallago Rig,-126.5
2021-11-25,12,GLWSW-1,Galawhistle,-14.154
2021-11-25,12,GORDW-1,Gordonbush,-63.95
2021-11-25,12,GRIFW-1,Griffin 1,-52
2021-11-25,12,GRIFW-2,Griffin 2,-52
2021-11-25,12,HADHW-1,Hadyard Hill,-54.9
2021-11-25,12,HRSTW-1,Harestanes,-67.266
2021-11-25,12,KILBW-1,Kilbraur,-22.5
2021-11-25,12,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-205.15
2021-11-25,12,KPMRW-1,Kype Muir,-23
2021-11-25,12,MIDMW-1,Middle Muir,-20
2021-11-25,12,MILWW-1,Millennium,-12.5
2021-11-25,12,MOWEO-2,Moray Firth Eastern 2,-150
2021-11-25,12,MOYEW-1,Moy,-18.5
2021-11-25,12,SANQW-1,Sanquhar,-24.5
2021-11-25,12,STRNW-1,Strathy North,-64.966
2021-11-25,12,WHILW-1,Whitelee 1,-66.866
2021-11-25,12,WLNYO-3,Walney 3,-284.5
2021-11-25,12,WLNYO-4,Walney 4,-263
2021-11-25,13,ABRTW-1,Auchrobert,-19.332
2021-11-25,13,ARCHW-1,Arecleoch,-51.116
2021-11-25,13,ASHWW-1,Andershaw,-20.9
2021-11-25,13,ASLVW-1,Assel Valley,-20.95
2021-11-25,13,BABAW-1,Baillie,-52
2021-11-25,13,BDCHW-1,Bad A Cheo,-22
2021-11-25,13,BEATO-1,Beatrice 1,-125
2021-11-25,13,BEATO-2,Beatrice 2,-122.916
2021-11-25,13,BEATO-3,Beatrice 3,-160
2021-11-25,13,BEATO-4,Beatrice 4,-164.216
2021-11-25,13,BHLAW-1,Bhlaraidh,-39
2021-11-25,13,BRDUW-1,Braes of Doune,-33.668
2021-11-25,13,BRYBW-1,Berry Burn,-41
2021-11-25,13,CAIRW-2,Cairn Uish 2 (Rothes 2),-26.464
2021-11-25,13,CGTHW-1,Corriegarth,-37.5
2021-11-25,13,CLDCW-1,Clyde Central,-114.866
2021-11-25,13,CLDNW-1,Clyde North,-119.916
2021-11-25,13,CLDRW-1,Clashindarroch,-25.834
2021-11-25,13,CLDSW-1,Clyde South,-55.95
2021-11-25,13,CRDEW-1,Crossdykes,-3.916
2021-11-25,13,CRDEW-2,Crossdykes 2,-3.916
2021-11-25,13,DOREW-1,Dorenell 1,-94.5
2021-11-25,13,DOREW-2,Dorenell 2,-80
2021-11-25,13,DUNGW-1,Dunmaglass,-56.884
2021-11-25,13,FAARW-1,Farr 1,-8.616
2021-11-25,13,FAARW-2,Farr 2,-9.4
2021-11-25,13,FALGW-1,Fallago Rig,-132.5
2021-11-25,13,GORDW-1,Gordonbush,-59.966
2021-11-25,13,GRIFW-1,Griffin 1,-52.016
2021-11-25,13,GRIFW-2,Griffin 2,-52.016
2021-11-25,13,HADHW-1,Hadyard Hill,-45.884
2021-11-25,13,HRSTW-1,Harestanes,-62.084
2021-11-25,13,KILBW-1,Kilbraur,-13.374
2021-11-25,13,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-189.266
2021-11-25,13,KPMRW-1,Kype Muir,-22
2021-11-25,13,MIDMW-1,Middle Muir,-20.95
2021-11-25,13,MILWW-1,Millennium,-13.356
2021-11-25,13,MOWEO-2,Moray Firth Eastern 2,-150
2021-11-25,13,MOYEW-1,Moy,-15.998
2021-11-25,13,SANQW-1,Sanquhar,-23
2021-11-25,13,STRNW-1,Strathy North,-62.95
2021-11-25,13,WHILW-1,Whitelee 1,-106.334
2021-11-25,13,WLNYO-3,Walney 3,-280
2021-11-25,13,WLNYO-4,Walney 4,-258.5
2021-11-25,14,ARCHW-1,Arecleoch,-47.066
2021-11-25,14,BABAW-1,Baillie,-35.834
2021-11-25,14,BEATO-1,Beatrice 1,-115.834
2021-11-25,14,BEATO-3,Beatrice 3,-160
2021-11-25,14,BRYBW-1,Berry Burn,-16.8
2021-11-25,14,CGTHW-1,Corriegarth,-9.13
2021-11-25,14,CLDCW-1,Clyde Central,-106.866
2021-11-25,14,CLDNW-1,Clyde North,-114.9
2021-11-25,14,CLDSW-1,Clyde South,-27.384
2021-11-25,14,DOREW-1,Dorenell 1,-93.5
2021-11-25,14,DOREW-2,Dorenell 2,-79.5
2021-11-25,14,DUNGW-1,Dunmaglass,-11.666
2021-11-25,14,FALGW-1,Fallago Rig,-129.5
2021-11-25,14,GORDW-1,Gordonbush,-26.1
2021-11-25,14,GRIFW-1,Griffin 1,-23.85
2021-11-25,14,GRIFW-2,Griffin 2,-32.684
2021-11-25,14,HADHW-1,Hadyard Hill,-24.05
2021-11-25,14,HRSTW-1,Harestanes,-20.384
2021-11-25,14,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-126.834
2021-11-25,14,KPMRW-1,Kype Muir,-10.848
2021-11-25,14,MOWEO-2,Moray Firth Eastern 2,-150
2021-11-25,14,SANQW-1,Sanquhar,-12.532
2021-11-25,14,STRNW-1,Strathy North,-33.55
2021-11-25,14,WHILW-1,Whitelee 1,-101.1
2021-11-25,14,WLNYO-3,Walney 3,-275.5
2021-11-25,14,WLNYO-4,Walney 4,-253
2021-11-25,15,ARCHW-1,Arecleoch,-6.266
2021-11-25,15,BEATO-1,Beatrice 1,-75
2021-11-25,15,BEATO-3,Beatrice 3,-144.134
2021-11-25,15,CLDCW-1,Clyde Central,-70.95
2021-11-25,15,CLDNW-1,Clyde North,-60.634
2021-11-25,15,DOREW-1,Dorenell 1,-29.376
2021-11-25,15,DOREW-2,Dorenell 2,-36.574
2021-11-25,15,FALGW-1,Fallago Rig,-116.496
2021-11-25,15,MOWEO-2,Moray Firth Eastern 2,-93.056
2021-11-25,15,WHILW-1,Whitelee 1,-90.616
2021-11-25,15,WLNYO-3,Walney 3,-171.956
2021-11-25,15,WLNYO-4,Walney 4,-205.22
2021-11-25,16,BEATO-1,Beatrice 1,-42.45
2021-11-25,16,BEATO-3,Beatrice 3,-69.266
2021-11-25,16,WLNYO-4,Walney 4,-0.688
2021-11-25,17,BEATO-1,Beatrice 1,-27.984
2021-11-25,17,BEATO-3,Beatrice 3,-31.35
2021-11-25,37,BDCHW-1,Bad A Cheo,-2.534
2021-11-25,37,BEATO-3,Beatrice 3,-1.666
2021-11-25,38,BDCHW-1,Bad A Cheo,-21
2021-11-25,38,BEATO-3,Beatrice 3,-100.084
2021-11-25,39,BDCHW-1,Bad A Cheo,-21
2021-11-25,39,BEATO-1,Beatrice 1,-68.384
2021-11-25,39,BEATO-3,Beatrice 3,-106.55
2021-11-25,39,CGTHW-1,Corriegarth,-0.472
2021-11-25,39,GRIFW-1,Griffin 1,-0.384
2021-11-25,39,GRIFW-2,Griffin 2,-0.384
2021-11-25,39,MOWEO-2,Moray Firth Eastern 2,-70.666
2021-11-25,40,BDCHW-1,Bad A Cheo,-19
2021-11-25,40,BEATO-1,Beatrice 1,-119.016
2021-11-25,40,BEATO-2,Beatrice 2,-3.466
2021-11-25,40,BEATO-3,Beatrice 3,-152.016
2021-11-25,40,BEATO-4,Beatrice 4,-3.634
2021-11-25,40,CGTHW-1,Corriegarth,-56.058
2021-11-25,40,GRIFW-1,Griffin 1,-23.05
2021-11-25,40,GRIFW-2,Griffin 2,-23.05
2021-11-25,40,MOWEO-2,Moray Firth Eastern 2,-80
2021-11-25,41,BDCHW-1,Bad A Cheo,-18
2021-11-25,41,BEATO-1,Beatrice 1,-121.966
2021-11-25,41,BEATO-2,Beatrice 2,-71.966
2021-11-25,41,BEATO-3,Beatrice 3,-154.984
2021-11-25,41,BEATO-4,Beatrice 4,-111.966
2021-11-25,41,BHLAW-1,Bhlaraidh,-8.034
2021-11-25,41,CGTHW-1,Corriegarth,-61
2021-11-25,41,EDINW-1,Edinbane,-0.05
2021-11-25,41,GRIFW-1,Griffin 1,-26.016
2021-11-25,41,GRIFW-2,Griffin 2,-26.016
2021-11-25,41,KILBW-1,Kilbraur,-3.248
2021-11-25,41,MOWEO-2,Moray Firth Eastern 2,-90.766
2021-11-25,41,WLNYO-3,Walney 3,-4.252
2021-11-25,41,WLNYO-4,Walney 4,-26.388
2021-11-25,42,ABRTW-1,Auchrobert,-15.352
2021-11-25,42,AKGLW-2,Aikengall 2,-33.29
2021-11-25,42,ASHWW-1,Andershaw,-0.578
2021-11-25,42,ASLVW-1,Assel Valley,-10.64
2021-11-25,42,BDCHW-1,Bad A Cheo,-18
2021-11-25,42,BEATO-1,Beatrice 1,-120.984
2021-11-25,42,BEATO-2,Beatrice 2,-103.484
2021-11-25,42,BEATO-3,Beatrice 3,-154.984
2021-11-25,42,BEATO-4,Beatrice 4,-144.484
2021-11-25,42,BHLAW-1,Bhlaraidh,-38.084
2021-11-25,42,CGTHW-1,Corriegarth,-64.5
2021-11-25,42,CRDEW-1,Crossdykes,-9.966
2021-11-25,42,CRDEW-2,Crossdykes 2,-9.966
2021-11-25,42,EDINW-1,Edinbane,-4
2021-11-25,42,GLWSW-1,Galawhistle,-1.29
2021-11-25,42,GRIFW-1,Griffin 1,-26.05
2021-11-25,42,GRIFW-2,Griffin 2,-26.05
2021-11-25,42,HADHW-1,Hadyard Hill,-3.934
2021-11-25,42,KILBW-1,Kilbraur,-24.5
2021-11-25,42,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-1.292
2021-11-25,42,KPMRW-1,Kype Muir,-47.378
2021-11-25,42,MIDMW-1,Middle Muir,-19.732
2021-11-25,42,MOWEO-2,Moray Firth Eastern 2,-118
2021-11-25,42,STRNW-1,Strathy North,-18.066
2021-11-25,42,WLNYO-3,Walney 3,-20
2021-11-25,42,WLNYO-4,Walney 4,-203.334
2021-11-25,43,ABRTW-1,Auchrobert,-24.55
2021-11-25,43,AKGLW-2,Aikengall 2,-60.5
2021-11-25,43,ASHWW-1,Andershaw,-29.856
2021-11-25,43,ASLVW-1,Assel Valley,-17.45
2021-11-25,43,BABAW-1,Baillie,-20.4
2021-11-25,43,BDCHW-1,Bad A Cheo,-18
2021-11-25,43,BEATO-1,Beatrice 1,-118
2021-11-25,43,BEATO-2,Beatrice 2,-118
2021-11-25,43,BEATO-3,Beatrice 3,-151
2021-11-25,43,BEATO-4,Beatrice 4,-157.984
2021-11-25,43,BHLAW-1,Bhlaraidh,-55.7
2021-11-25,43,BRDUW-1,Braes of Doune,-24.914
2021-11-25,43,BRYBW-1,Berry Burn,-8.866
2021-11-25,43,CGTHW-1,Corriegarth,-67.116
2021-11-25,43,CRDEW-1,Crossdykes,-14
2021-11-25,43,CRDEW-2,Crossdykes 2,-14
2021-11-25,43,DRSLW-1,Dersalloch,-13.3
2021-11-25,43,EDINW-1,Edinbane,-7
2021-11-25,43,EWHLW-1,Ewe Hill,-3.75
2021-11-25,43,FAARW-1,Farr 1,-7.5
2021-11-25,43,FAARW-2,Farr 2,-8.166
2021-11-25,43,GLWSW-1,Galawhistle,-33.366
2021-11-25,43,GNAPW-1,Glen App,-4.2
2021-11-25,43,GRIFW-1,Griffin 1,-35.9
2021-11-25,43,GRIFW-2,Griffin 2,-35.9
2021-11-25,43,HADHW-1,Hadyard Hill,-60.134
2021-11-25,43,HRHLW-1,Hare Hill Ext,-3.734
2021-11-25,43,KILBW-1,Kilbraur,-33.084
2021-11-25,43,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-206.126
2021-11-25,43,KPMRW-1,Kype Muir,-71.584
2021-11-25,43,MIDMW-1,Middle Muir,-31.166
2021-11-25,43,MOWEO-2,Moray Firth Eastern 2,-136.666
2021-11-25,43,SANQW-1,Sanquhar,-7.5
2021-11-25,43,STRNW-1,Strathy North,-35.684
2021-11-25,43,WLNYO-3,Walney 3,-90.5
2021-11-25,43,WLNYO-4,Walney 4,-268.5
2021-11-25,44,ABRTW-1,Auchrobert,-26.5
2021-11-25,44,AKGLW-2,Aikengall 2,-61.5
2021-11-25,44,ASHWW-1,Andershaw,-32
2021-11-25,44,ASLVW-1,Assel Valley,-19.5
2021-11-25,44,BABAW-1,Baillie,-25
2021-11-25,44,BDCHW-1,Bad A Cheo,-19
2021-11-25,44,BEATO-1,Beatrice 1,-118.016
2021-11-25,44,BEATO-2,Beatrice 2,-118.016
2021-11-25,44,BEATO-3,Beatrice 3,-150.034
2021-11-25,44,BEATO-4,Beatrice 4,-157.034
2021-11-25,44,BHLAW-1,Bhlaraidh,-72.15
2021-11-25,44,BLLA-2,Black Law Ext 1,-10.966
2021-11-25,44,BRDUW-1,Braes of Doune,-33
2021-11-25,44,BRYBW-1,Berry Burn,-41
2021-11-25,44,CGTHW-1,Corriegarth,-68.5
2021-11-25,44,CLDNW-1,Clyde North,-42.5
2021-11-25,44,CRDEW-1,Crossdykes,-15
2021-11-25,44,CRDEW-2,Crossdykes 2,-15
2021-11-25,44,DRSLW-1,Dersalloch,-58.966
2021-11-25,44,EDINW-1,Edinbane,-9
2021-11-25,44,EWHLW-1,Ewe Hill,-15
2021-11-25,44,FAARW-1,Farr 1,-32
2021-11-25,44,FAARW-2,Farr 2,-37
2021-11-25,44,FALGW-1,Fallago Rig,-64.042
2021-11-25,44,GLWSW-1,Galawhistle,-34.5
2021-11-25,44,GNAPW-1,Glen App,-16.016
2021-11-25,44,GORDW-1,Gordonbush,-25.884
2021-11-25,44,GRIFW-1,Griffin 1,-44.1
2021-11-25,44,GRIFW-2,Griffin 2,-44.1
2021-11-25,44,HADHW-1,Hadyard Hill,-80.05
2021-11-25,44,HRHLW-1,Hare Hill Ext,-15.016
2021-11-25,44,KILBW-1,Kilbraur,-40
2021-11-25,44,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-206.066
2021-11-25,44,KPMRW-1,Kype Muir,-74
2021-11-25,44,LCLTW-1,Lochluichart,-35.124
2021-11-25,44,MIDMW-1,Middle Muir,-37.5
2021-11-25,44,MOWEO-2,Moray Firth Eastern 2,-150
2021-11-25,44,SANQW-1,Sanquhar,-30
2021-11-25,44,STRNW-1,Strathy North,-44.1
2021-11-25,44,WLNYO-3,Walney 3,-105
2021-11-25,44,WLNYO-4,Walney 4,-290.5
2021-11-25,45,ABRTW-1,Auchrobert,-34.5
2021-11-25,45,AKGLW-2,Aikengall 2,-63
2021-11-25,45,ARCHW-1,Arecleoch,-37.7
2021-11-25,45,ASHWW-1,Andershaw,-33
2021-11-25,45,ASLVW-1,Assel Valley,-25
2021-11-25,45,BABAW-1,Baillie,-26
2021-11-25,45,BDCHW-1,Bad A Cheo,-20
2021-11-25,45,BEATO-1,Beatrice 1,-119.066
2021-11-25,45,BEATO-2,Beatrice 2,-119.066
2021-11-25,45,BEATO-3,Beatrice 3,-152.084
2021-11-25,45,BEATO-4,Beatrice 4,-152.084
2021-11-25,45,BHLAW-1,Bhlaraidh,-81.166
2021-11-25,45,BLLA-2,Black Law Ext 1,-16.934
2021-11-25,45,BRDUW-1,Braes of Doune,-44
2021-11-25,45,BRYBW-1,Berry Burn,-45
2021-11-25,45,CAIRW-2,Cairn Uish 2 (Rothes 2),-17.35
2021-11-25,45,CGTHW-1,Corriegarth,-69
2021-11-25,45,CLDCW-1,Clyde Central,-81.55
2021-11-25,45,CLDNW-1,Clyde North,-117.184
2021-11-25,45,CRDEW-1,Crossdykes,-16
2021-11-25,45,CRDEW-2,Crossdykes 2,-16
2021-11-25,45,CRMLW-1,Corriemoillie,-17.542
2021-11-25,45,DRSLW-1,Dersalloch,-64.9
2021-11-25,45,EDINW-1,Edinbane,-10.5
2021-11-25,45,EWHLW-1,Ewe Hill,-18.934
2021-11-25,45,FAARW-1,Farr 1,-42
2021-11-25,45,FAARW-2,Farr 2,-39
2021-11-25,45,FALGW-1,Fallago Rig,-115
2021-11-25,45,GLWSW-1,Galawhistle,-19
2021-11-25,45,GNAPW-1,Glen App,-18.95
2021-11-25,45,GORDW-1,Gordonbush,-40
2021-11-25,45,GRIFW-1,Griffin 1,-50.116
2021-11-25,45,GRIFW-2,Griffin 2,-50.116
2021-11-25,45,HADHW-1,Hadyard Hill,-83.084
2021-11-25,45,HRHLW-1,Hare Hill Ext,-20.9
2021-11-25,45,KILBW-1,Kilbraur,-67
2021-11-25,45,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-219.766
2021-11-25,45,KPMRW-1,Kype Muir,-77.5
2021-11-25,45,LCLTW-1,Lochluichart,-57
2021-11-25,45,MIDMW-1,Middle Muir,-37
2021-11-25,45,MOWEO-2,Moray Firth Eastern 2,-150
2021-11-25,45,SANQW-1,Sanquhar,-30
2021-11-25,45,STRNW-1,Strathy North,-50.116
2021-11-25,45,WLNYO-3,Walney 3,-118
2021-11-25,45,WLNYO-4,Walney 4,-296.5
2021-11-25,46,ABRTW-1,Auchrobert,-35
2021-11-25,46,AKGLW-2,Aikengall 2,-63
2021-11-25,46,ARCHW-1,Arecleoch,-78
2021-11-25,46,ASHWW-1,Andershaw,-33
2021-11-25,46,ASLVW-1,Assel Valley,-25
2021-11-25,46,BABAW-1,Baillie,-29
2021-11-25,46,BDCHW-1,Bad A Cheo,-19
2021-11-25,46,BEATO-1,Beatrice 1,-123.034
2021-11-25,46,BEATO-2,Beatrice 2,-123.034
2021-11-25,46,BEATO-3,Beatrice 3,-157.034
2021-11-25,46,BEATO-4,Beatrice 4,-157.034
2021-11-25,46,BHLAW-1,Bhlaraidh,-91.084
2021-11-25,46,BLLA-2,Black Law Ext 1,-17
2021-11-25,46,BRDUW-1,Braes of Doune,-50.5
2021-11-25,46,BRYBW-1,Berry Burn,-50.534
2021-11-25,46,CAIRW-2,Cairn Uish 2 (Rothes 2),-39.5
2021-11-25,46,CGTHW-1,Corriegarth,-69
2021-11-25,46,CLDCW-1,Clyde Central,-100.266
2021-11-25,46,CLDNW-1,Clyde North,-118.184
2021-11-25,46,CLDSW-1,Clyde South,-11.734
2021-11-25,46,CRDEW-1,Crossdykes,-16
2021-11-25,46,CRDEW-2,Crossdykes 2,-16
2021-11-25,46,CRMLW-1,Corriemoillie,-38.5
2021-11-25,46,DRSLW-1,Dersalloch,-65.984
2021-11-25,46,EDINW-1,Edinbane,-12
2021-11-25,46,EWHLW-1,Ewe Hill,-17.034
2021-11-25,46,FAARW-1,Farr 1,-43
2021-11-25,46,FAARW-2,Farr 2,-45
2021-11-25,46,FALGW-1,Fallago Rig,-117
2021-11-25,46,GLWSW-1,Galawhistle,-21
2021-11-25,46,GNAPW-1,Glen App,-19
2021-11-25,46,GORDW-1,Gordonbush,-33.05
2021-11-25,46,GRIFW-1,Griffin 1,-58.1
2021-11-25,46,GRIFW-2,Griffin 2,-58.1
2021-11-25,46,HADHW-1,Hadyard Hill,-87.1
2021-11-25,46,HRHLW-1,Hare Hill Ext,-23.95
2021-11-25,46,HRSTW-1,Harestanes,-30.034
2021-11-25,46,KILBW-1,Kilbraur,-67
2021-11-25,46,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-217.05
2021-11-25,46,KPMRW-1,Kype Muir,-77
2021-11-25,46,LCLTW-1,Lochluichart,-59.5
2021-11-25,46,MIDMW-1,Middle Muir,-37
2021-11-25,46,MILWW-1,Millennium,-51.836
2021-11-25,46,MOWEO-2,Moray Firth Eastern 2,-150
2021-11-25,46,SANQW-1,Sanquhar,-30
2021-11-25,46,STRNW-1,Strathy North,-57.084
2021-11-25,46,TDBNW-1,Toddleburn,-5
2021-11-25,46,WLNYO-3,Walney 3,-117
2021-11-25,46,WLNYO-4,Walney 4,-301
2021-11-25,47,ABRTW-1,Auchrobert,-35.5
2021-11-25,47,AKGLW-2,Aikengall 2,-63
2021-11-25,47,ARCHW-1,Arecleoch,-81.934
2021-11-25,47,ASHWW-1,Andershaw,-33
2021-11-25,47,ASLVW-1,Assel Valley,-25
2021-11-25,47,BABAW-1,Baillie,-33
2021-11-25,47,BDCHW-1,Bad A Cheo,-20
2021-11-25,47,BEATO-1,Beatrice 1,-125
2021-11-25,47,BEATO-2,Beatrice 2,-125
2021-11-25,47,BEATO-3,Beatrice 3,-159
2021-11-25,47,BEATO-4,Beatrice 4,-159
2021-11-25,47,BHLAW-1,Bhlaraidh,-94.016
2021-11-25,47,BLLA-1,Black Law,-73.15
2021-11-25,47,BLLA-2,Black Law Ext 1,-19.95
2021-11-25,47,BNWKW-1,Burn of Whilk,-10.524
2021-11-25,47,BRDUW-1,Braes of Doune,-56
2021-11-25,47,BRYBW-1,Berry Burn,-51
2021-11-25,47,CAIRW-2,Cairn Uish 2 (Rothes 2),-40
2021-11-25,47,CGTHW-1,Corriegarth,-69
2021-11-25,47,CLDCW-1,Clyde Central,-112.216
2021-11-25,47,CLDNW-1,Clyde North,-134.134
2021-11-25,47,CLDSW-1,Clyde South,-86.166
2021-11-25,47,CLFLW-1,Clachan Flats,-0.134
2021-11-25,47,CRDEW-1,Crossdykes,-16
2021-11-25,47,CRDEW-2,Crossdykes 2,-16
2021-11-25,47,CRMLW-1,Corriemoillie,-40.5
2021-11-25,47,DNLWW-1,Dun Law,-0.3
2021-11-25,47,DRSLW-1,Dersalloch,-65.016
2021-11-25,47,EDINW-1,Edinbane,-13.5
2021-11-25,47,EWHLW-1,Ewe Hill,-23.884
2021-11-25,47,FAARW-1,Farr 1,-44
2021-11-25,47,FAARW-2,Farr 2,-46
2021-11-25,47,FALGW-1,Fallago Rig,-120
2021-11-25,47,GLWSW-1,Galawhistle,-23
2021-11-25,47,GNAPW-1,Glen App,-19
2021-11-25,47,GORDW-1,Gordonbush,-36.084
2021-11-25,47,GRIFW-1,Griffin 1,-64.066
2021-11-25,47,GRIFW-2,Griffin 2,-64.066
2021-11-25,47,HADHW-1,Hadyard Hill,-92.066
2021-11-25,47,HRHLW-1,Hare Hill Ext,-24
2021-11-25,47,HRSTW-1,Harestanes,-50.716
2021-11-25,47,KILBW-1,Kilbraur,-67
2021-11-25,47,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-223.884
2021-11-25,47,KPMRW-1,Kype Muir,-77.5
2021-11-25,47,LCLTW-1,Lochluichart,-60
2021-11-25,47,MIDMW-1,Middle Muir,-37.5
2021-11-25,47,MILWW-1,Millennium,-59.5
2021-11-25,47,MKHLW-1,Mark Hill,-0.716
2021-11-25,47,MOWEO-2,Moray Firth Eastern 2,-150
2021-11-25,47,MOYEW-1,Moy,-26.114
2021-11-25,47,SANQW-1,Sanquhar,-30
2021-11-25,47,STRNW-1,Strathy North,-62.034
2021-11-25,47,TDBNW-1,Toddleburn,-24.016
2021-11-25,47,TULWW-1,Tullo,-9.602
2021-11-25,47,WHILW-1,Whitelee 1,-39.9
2021-11-25,47,WLNYO-3,Walney 3,-119.5
2021-11-25,47,WLNYO-4,Walney 4,-304
2021-11-25,48,ABRTW-1,Auchrobert,-36
2021-11-25,48,AKGLW-2,Aikengall 2,-63
2021-11-25,48,ARCHW-1,Arecleoch,-82
2021-11-25,48,ASHWW-1,Andershaw,-34
2021-11-25,48,ASLVW-1,Assel Valley,-25
2021-11-25,48,BABAW-1,Baillie,-36
2021-11-25,48,BDCHW-1,Bad A Cheo,-19
2021-11-25,48,BEATO-1,Beatrice 1,-125
2021-11-25,48,BEATO-2,Beatrice 2,-125
2021-11-25,48,BEATO-3,Beatrice 3,-159
2021-11-25,48,BEATO-4,Beatrice 4,-159
2021-11-25,48,BHLAW-1,Bhlaraidh,-95
2021-11-25,48,BLLA-1,Black Law,-81.916
2021-11-25,48,BLLA-2,Black Law Ext 1,-20
2021-11-25,48,BNWKW-1,Burn of Whilk,-13.5
2021-11-25,48,BRDUW-1,Braes of Doune,-60.5
2021-11-25,48,BRYBW-1,Berry Burn,-53
2021-11-25,48,BTUIW-2,Beinn an Tuirc Ext,-38.684
2021-11-25,48,CAIRW-2,Cairn Uish 2 (Rothes 2),-40
2021-11-25,48,CGTHW-1,Corriegarth,-69
2021-11-25,48,CLDCW-1,Clyde Central,-125.2
2021-11-25,48,CLDNW-1,Clyde North,-142.15
2021-11-25,48,CLDSW-1,Clyde South,-96.15
2021-11-25,48,CLFLW-1,Clachan Flats,-7
2021-11-25,48,CRDEW-1,Crossdykes,-18
2021-11-25,48,CRDEW-2,Crossdykes 2,-18
2021-11-25,48,CRMLW-1,Corriemoillie,-41.5
2021-11-25,48,DNLWW-1,Dun Law,-17.016
2021-11-25,48,DRSLW-1,Dersalloch,-65
2021-11-25,48,EDINW-1,Edinbane,-14
2021-11-25,48,EWHLW-1,Ewe Hill,-22.034
2021-11-25,48,FAARW-1,Farr 1,-44
2021-11-25,48,FAARW-2,Farr 2,-46
2021-11-25,48,FALGW-1,Fallago Rig,-124
2021-11-25,48,GLWSW-1,Galawhistle,-25
2021-11-25,48,GNAPW-1,Glen App,-18.016
2021-11-25,48,GORDW-1,Gordonbush,-40.084
2021-11-25,48,GRIFW-1,Griffin 1,-68.066
2021-11-25,48,GRIFW-2,Griffin 2,-68.066
2021-11-25,48,HADHW-1,Hadyard Hill,-95.034
2021-11-25,48,HRHLW-1,Hare Hill Ext,-24
2021-11-25,48,HRSTW-1,Harestanes,-56.9
2021-11-25,48,KILBW-1,Kilbraur,-67
2021-11-25,48,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-223.016
2021-11-25,48,KPMRW-1,Kype Muir,-78.5
2021-11-25,48,LCLTW-1,Lochluichart,-60
